,X5.FLUOROURACIL,AZ960,AZD2014,AZD4547,AZD5363,AZD5438,AZD6482,AZD7762,AZD8055,BI.2536,BIBR.1532,BMS.345541,BMS.754807,GSK1904529A,I.BET.762,LY2109761,MG.132,MK.1775,MK.2206,OSI.027,OTX015,P22077,PLX.4720,PRT062607,VE.822,AFATINIB,ALISERTIB,ALPELISIB,AXITINIB,BORTEZOMIB,BUPARLISIB,CAMPTOTHECIN,CARMUSTINE,CEDIRANIB,CISPLATIN,CRIZOTINIB,CYCLOPHOSPHAMIDE,CYTARABINE,DABRAFENIB,DASATINIB,DINACICLIB,DOCETAXEL,ENTINOSTAT,EPIRUBICIN,ERLOTINIB,FLUDARABINE,FORETINIB,FULVESTRANT,GEFITINIB,GEMCITABINE,IBRUTINIB,IRINOTECAN,LAPATINIB,LINSITINIB,MITOXANTRONE,NAVITOCLAX,NELARABINE,NILOTINIB,NIRAPARIB,OLAPARIB,OSIMERTINIB,OXALIPLATIN,PACLITAXEL,PALBOCICLIB,PEVONEDISTAT,RIBOCICLIB,RUXOLITINIB,SELUMETINIB,SORAFENIB,TALAZOPARIB,TAMOXIFEN,TASELISIB,TEMOZOLOMIDE,TENIPOSIDE,TOPOTECAN,TOZASERTIB,TRAMETINIB,UPROSERTIB,VENETOCLAX,VINBLASTINE,VINCRISTINE,VINORELBINE,VORINOSTAT
DATA.1240185,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant
DATA.1240186,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant
DATA.1240187,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant
DATA.1240189,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive
DATA.1240190,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant
DATA.1240192,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant
DATA.1240193,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant
DATA.1240196,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant
DATA.1240197,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant
DATA.1240198,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant
DATA.1240199,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant
DATA.1240200,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant
DATA.1240201,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant
DATA.1240202,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant
DATA.1240208,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant
DATA.1240209,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant
